Exemplar_Size,Task 1,Task 2,Task 3,Task 4,Task 5,Task 6,Method
100,0.8048780487804879,0.3836734693877551,0.1791044776119403,0.2672955974842767,0.2084507042253521,0.2620865139949109,EWC_Replay
100,0.905940594059406,0.4484126984126984,0.4013605442176871,0.2082018927444795,0.1154929577464788,0.1577608142493638,EWC_Replay
100,0.9775280898876404,0.3615023474178404,0.3307984790874524,0.2541254125412541,0.2535211267605634,0.1857506361323155,EWC_Replay
100,0.8634146341463415,0.4857142857142857,0.1119402985074626,0.2524590163934426,0.304225352112676,0.1577608142493638,EWC_Replay
100,0.8028169014084507,0.300395256916996,0.2517241379310345,0.3102409638554217,0.1837837837837838,0.2468193384223918,EWC_Replay
100,0.8548387096774194,0.293859649122807,0.3056603773584905,0.198019801980198,0.2623906705539358,0.2595419847328244,EWC_Replay
100,0.9611111111111112,0.5596330275229358,0.2766798418972332,0.1890034364261168,0.2727272727272727,0.2849872773536895,EWC_Replay
100,0.8789473684210526,0.5289256198347108,0.2792452830188679,0.3079365079365079,0.2619718309859155,0.1501272264631043,EWC_Replay
100,0.7673267326732673,0.2666666666666666,0.2889733840304182,0.2098360655737705,0.1690962099125364,0.1374045801526717,EWC_Replay
100,0.9261363636363636,0.5087719298245614,0.3848920863309352,0.2253968253968254,0.1661971830985915,0.0916030534351145,EWC_Replay
100,0.9054726368159204,0.3292181069958848,0.425,0.198019801980198,0.2639296187683284,0.2086513994910941,EWC_Replay
100,0.9597701149425288,0.2311320754716981,0.2283464566929134,0.2335526315789473,0.1906158357771261,0.1959287531806615,EWC_Replay
100,0.9540229885057472,0.5575221238938053,0.427536231884058,0.427652733118971,0.2861189801699716,0.3994910941475827,EWC_Replay
100,0.9759615384615384,0.2597402597402597,0.2304832713754646,0.2897196261682243,0.3491620111731843,0.2646310432569974,EWC_Replay
100,0.9488372093023256,0.3,0.2945205479452055,0.0888888888888888,0.1830985915492957,0.1399491094147582,EWC_Replay
100,0.9578947368421052,0.2511013215859031,0.2688172043010752,0.1324921135646687,0.1943661971830985,0.1348600508905852,EWC_Replay
100,0.907514450867052,0.6018957345971564,0.3256704980842911,0.2607260726072607,0.2668621700879765,0.2315521628498727,EWC_Replay
100,0.9619565217391304,0.4027149321266968,0.4249084249084249,0.3440514469453376,0.2592592592592592,0.2417302798982188,EWC_Replay
100,0.8972972972972973,0.3832599118942731,0.3295880149812734,0.2721311475409836,0.2128279883381924,0.2748091603053435,EWC_Replay
100,0.841025641025641,0.3562231759656652,0.303886925795053,0.296875,0.2676056338028169,0.1730279898218829,EWC_Replay
100,0.9269662921348316,0.380281690140845,0.2411067193675889,0.2819672131147541,0.1253644314868804,0.1450381679389313,EWC_Replay
100,0.946808510638298,0.3771929824561403,0.3320754716981132,0.2079207920792079,0.1524926686217008,0.1984732824427481,EWC_Replay
100,0.863013698630137,0.2272727272727272,0.3010752688172043,0.2176656151419558,0.1380281690140845,0.104325699745547,EWC_Replay
100,0.7810945273631841,0.28125,0.3458646616541353,0.2442244224422442,0.2244897959183673,0.1450381679389313,EWC_Replay
100,0.8624338624338624,0.3755458515283842,0.3321033210332103,0.3279220779220779,0.2737430167597765,0.1984732824427481,EWC_Replay
100,0.9121951219512195,0.3833333333333333,0.2226027397260274,0.073015873015873,0.1239436619718309,0.0966921119592875,EWC_Replay
100,0.7903225806451613,0.3008474576271186,0.1654676258992805,0.346031746031746,0.2422535211267605,0.2162849872773536,EWC_Replay
100,0.8926829268292683,0.436734693877551,0.2761194029850746,0.3672131147540983,0.151603498542274,0.2468193384223918,EWC_Replay
100,0.8383838383838383,0.3617021276595745,0.1758241758241758,0.1533546325878594,0.1168091168091168,0.3053435114503817,EWC_Replay
100,0.9388888888888888,0.4186046511627907,0.2322097378277153,0.3311475409836065,0.2450704225352112,0.1424936386768447,EWC_Replay
240,0.775609756097561,0.3673469387755102,0.2835820895522388,0.3333333333333333,0.2366197183098591,0.104325699745547,EWC_Replay
240,0.8712871287128713,0.4761904761904761,0.4421768707482993,0.2018927444794952,0.1154929577464788,0.1170483460559796,EWC_Replay
240,0.9662921348314608,0.380281690140845,0.5095057034220533,0.3465346534653465,0.3661971830985915,0.2646310432569974,EWC_Replay
240,0.8682926829268293,0.5387755102040817,0.3283582089552239,0.3377049180327869,0.2647887323943662,0.1145038167938931,EWC_Replay
240,0.7934272300469484,0.3043478260869565,0.2448275862068965,0.2349397590361445,0.1,0.089058524173028,EWC_Replay
240,0.8924731182795699,0.293859649122807,0.3962264150943396,0.3135313531353135,0.2215743440233236,0.2798982188295165,EWC_Replay
240,0.95,0.1880733944954128,0.3399209486166007,0.2646048109965636,0.2609970674486803,0.2468193384223918,EWC_Replay
240,0.9052631578947368,0.5330578512396694,0.2377358490566037,0.3079365079365079,0.1323943661971831,0.1679389312977099,EWC_Replay
240,0.801980198019802,0.4,0.2243346007604562,0.2229508196721311,0.1166180758017492,0.2111959287531806,EWC_Replay
240,0.8863636363636364,0.4166666666666667,0.4424460431654676,0.273015873015873,0.3323943661971831,0.1984732824427481,EWC_Replay
240,0.9253731343283582,0.4650205761316872,0.3714285714285714,0.2178217821782178,0.2727272727272727,0.2417302798982188,EWC_Replay
240,0.9482758620689656,0.419811320754717,0.3779527559055118,0.3256578947368421,0.2756598240469208,0.3358778625954198,EWC_Replay
240,0.9252873563218392,0.7433628318584071,0.4347826086956521,0.315112540192926,0.4277620396600566,0.3053435114503817,EWC_Replay
240,0.966346153846154,0.2597402597402597,0.275092936802974,0.308411214953271,0.1871508379888268,0.1857506361323155,EWC_Replay
240,0.958139534883721,0.616,0.4178082191780822,0.1174603174603174,0.2169014084507042,0.1374045801526717,EWC_Replay
240,0.9421052631578948,0.4008810572687225,0.2652329749103942,0.2996845425867508,0.1774647887323943,0.1170483460559796,EWC_Replay
240,0.930635838150289,0.3601895734597156,0.3256704980842911,0.363036303630363,0.3958944281524926,0.3893129770992366,EWC_Replay
240,0.9510869565217392,0.416289592760181,0.4065934065934066,0.2347266881028939,0.2051282051282051,0.2162849872773536,EWC_Replay
240,0.8756756756756757,0.5462555066079295,0.4794007490636704,0.4163934426229508,0.1370262390670553,0.371501272264631,EWC_Replay
240,0.8461538461538461,0.4935622317596566,0.3780918727915194,0.2125,0.3295774647887324,0.2519083969465648,EWC_Replay
240,0.9438202247191012,0.431924882629108,0.1897233201581027,0.2426229508196721,0.1049562682215743,0.193384223918575,EWC_Replay
240,0.946808510638298,0.3815789473684211,0.2867924528301886,0.2574257425742574,0.1847507331378299,0.1603053435114503,EWC_Replay
240,0.867579908675799,0.2933884297520661,0.3333333333333333,0.2492113564668769,0.228169014084507,0.1908396946564885,EWC_Replay
240,0.7761194029850746,0.3482142857142857,0.3120300751879699,0.1881188118811881,0.2944606413994169,0.178117048346056,EWC_Replay
240,0.8518518518518519,0.3406113537117904,0.2952029520295203,0.2435064935064935,0.3351955307262569,0.3409669211195928,EWC_Replay
240,0.9365853658536586,0.3541666666666667,0.4452054794520548,0.0793650793650793,0.1633802816901408,0.1246819338422391,EWC_Replay
240,0.7903225806451613,0.4364406779661017,0.3381294964028777,0.3492063492063492,0.2169014084507042,0.2391857506361323,EWC_Replay
240,0.8731707317073171,0.4571428571428571,0.2761194029850746,0.4622950819672131,0.3236151603498542,0.3104325699745547,EWC_Replay
240,0.7777777777777778,0.3489361702127659,0.2893772893772894,0.2875399361022364,0.131054131054131,0.2798982188295165,EWC_Replay
240,0.95,0.3627906976744186,0.3595505617977528,0.3770491803278688,0.2338028169014084,0.2010178117048346,EWC_Replay
575,0.8048780487804879,0.3142857142857143,0.208955223880597,0.2924528301886792,0.2169014084507042,0.272264631043257,EWC_Replay
575,0.8960396039603961,0.4523809523809524,0.3435374149659864,0.2460567823343848,0.1267605633802817,0.1577608142493638,EWC_Replay
575,0.9662921348314608,0.323943661971831,0.3498098859315589,0.3003300330033003,0.2845070422535211,0.1399491094147582,EWC_Replay
575,0.8536585365853658,0.3142857142857143,0.2238805970149253,0.2426229508196721,0.2338028169014084,0.1501272264631043,EWC_Replay
575,0.7887323943661971,0.3952569169960474,0.3034482758620689,0.2650602409638554,0.2081081081081081,0.2290076335877862,EWC_Replay
575,0.8817204301075269,0.5877192982456141,0.4452830188679245,0.2871287128712871,0.2740524781341107,0.2493638676844783,EWC_Replay
575,0.9333333333333332,0.2752293577981651,0.3241106719367589,0.2955326460481099,0.2668621700879765,0.1959287531806615,EWC_Replay
575,0.8894736842105263,0.5537190082644629,0.1584905660377358,0.2825396825396825,0.2225352112676056,0.188295165394402,EWC_Replay
575,0.7623762376237624,0.4375,0.2547528517110266,0.2557377049180327,0.1982507288629737,0.2595419847328244,EWC_Replay
575,0.9318181818181818,0.3728070175438596,0.4316546762589928,0.3968253968253968,0.2873239436619718,0.2061068702290076,EWC_Replay
575,0.9054726368159204,0.3127572016460905,0.3857142857142857,0.1485148514851485,0.1348973607038123,0.1450381679389313,EWC_Replay
575,0.9367816091954024,0.1745283018867924,0.3149606299212598,0.3059210526315789,0.3079178885630498,0.3282442748091603,EWC_Replay
575,0.942528735632184,0.4469026548672566,0.3478260869565217,0.3858520900321543,0.3257790368271954,0.1679389312977099,EWC_Replay
575,0.971153846153846,0.1341991341991342,0.2490706319702602,0.411214953271028,0.1899441340782122,0.2875318066157761,EWC_Replay
575,0.958139534883721,0.516,0.4383561643835616,0.1968253968253968,0.2929577464788732,0.1195928753180661,EWC_Replay
575,0.9421052631578948,0.2466960352422907,0.2508960573476702,0.2996845425867508,0.1211267605633802,0.1246819338422391,EWC_Replay
575,0.9421965317919077,0.4691943127962085,0.5440613026819924,0.3927392739273927,0.3313782991202346,0.3918575063613231,EWC_Replay
575,0.9619565217391304,0.3257918552036199,0.3223443223443223,0.135048231511254,0.2735042735042735,0.2748091603053435,EWC_Replay
575,0.8756756756756757,0.5022026431718062,0.3258426966292135,0.2918032786885245,0.1341107871720116,0.178117048346056,EWC_Replay
575,0.8564102564102564,0.4334763948497854,0.3992932862190813,0.26875,0.3211267605633803,0.1552162849872773,EWC_Replay
575,0.9438202247191012,0.4835680751173709,0.300395256916996,0.321311475409836,0.434402332361516,0.3129770992366412,EWC_Replay
575,0.9361702127659576,0.3728070175438596,0.3132075471698113,0.1386138613861386,0.187683284457478,0.2824427480916031,EWC_Replay
575,0.8812785388127854,0.4132231404958678,0.4731182795698925,0.2271293375394321,0.276056338028169,0.1653944020356234,EWC_Replay
575,0.7860696517412935,0.375,0.3045112781954887,0.2871287128712871,0.3323615160349854,0.2442748091603053,EWC_Replay
