Exemplar_Size,Task 2,Task 3,Method
100,0.9955555555555555,1.0,EWC_Replay
100,0.9570093457943925,1.0,EWC_Replay
100,0.9965217391304348,1.0,EWC_Replay
100,0.9738095238095239,1.0,EWC_Replay
100,0.9888888888888889,1.0,EWC_Replay
100,0.9952380952380953,1.0,EWC_Replay
100,0.9866666666666666,1.0,EWC_Replay
100,0.9936507936507937,0.9902439024390244,EWC_Replay
100,0.9929203539823008,1.0,EWC_Replay
100,0.9930232558139535,1.0,EWC_Replay
100,0.9906542056074766,0.9916666666666668,EWC_Replay
100,0.9964912280701755,0.975,EWC_Replay
100,0.9913043478260869,1.0,EWC_Replay
100,0.9833333333333334,1.0,EWC_Replay
100,1.0,1.0,EWC_Replay
100,0.9876106194690266,1.0,EWC_Replay
100,0.9852941176470589,0.9750000000000002,EWC_Replay
100,0.9981481481481481,1.0,EWC_Replay
100,0.9888888888888889,1.0,EWC_Replay
100,0.9930232558139535,0.9958333333333332,EWC_Replay
100,0.9816091954022989,1.0,EWC_Replay
100,0.988785046728972,1.0,EWC_Replay
100,0.9906542056074767,0.9916666666666666,EWC_Replay
100,0.9968253968253968,1.0,EWC_Replay
100,0.9888888888888889,0.99,EWC_Replay
100,0.9978021978021978,1.0,EWC_Replay
100,0.9936507936507937,0.9875,EWC_Replay
100,0.9925925925925927,1.0,EWC_Replay
100,0.9963302752293579,0.9916666666666668,EWC_Replay
100,0.9977777777777778,0.9958333333333332,EWC_Replay
191,0.9977777777777778,1.0,EWC_Replay
191,0.97196261682243,0.9875,EWC_Replay
191,0.9930434782608696,0.9894736842105264,EWC_Replay
191,0.9857142857142858,0.99,EWC_Replay
191,0.9911111111111112,1.0,EWC_Replay
191,0.9976190476190476,1.0,EWC_Replay
191,0.9911111111111112,1.0,EWC_Replay
191,0.9936507936507937,0.9951219512195122,EWC_Replay
191,0.9929203539823008,1.0,EWC_Replay
191,0.9953488372093023,0.9902439024390244,EWC_Replay
191,0.9850467289719627,1.0,EWC_Replay
191,0.9929824561403511,1.0,EWC_Replay
191,0.9913043478260869,1.0,EWC_Replay
191,0.9722222222222221,0.99,EWC_Replay
191,0.9974999999999999,1.0,EWC_Replay
191,0.9911504424778761,1.0,EWC_Replay
191,0.9911764705882353,0.9916666666666668,EWC_Replay
191,0.9833333333333334,0.9833333333333334,EWC_Replay
191,0.9888888888888889,1.0,EWC_Replay
191,0.9976744186046511,0.9958333333333332,EWC_Replay
191,0.9908045977011494,1.0,EWC_Replay
191,0.9794392523364486,1.0,EWC_Replay
191,0.9757009345794394,0.9916666666666666,EWC_Replay
191,1.0,1.0,EWC_Replay
191,0.9911111111111109,1.0,EWC_Replay
191,0.9956043956043956,0.9902439024390244,EWC_Replay
191,0.9968253968253968,0.9916666666666668,EWC_Replay
191,0.9814814814814815,1.0,EWC_Replay
191,0.98348623853211,1.0,EWC_Replay
191,0.9911111111111109,1.0,EWC_Replay
366,0.9933333333333334,0.975609756097561,EWC_Replay
366,0.9626168224299066,0.9875,EWC_Replay
366,0.9930434782608696,0.9789473684210528,EWC_Replay
366,0.9738095238095239,0.9800000000000001,EWC_Replay
366,0.9844444444444443,0.99,EWC_Replay
366,0.9976190476190476,1.0,EWC_Replay
366,0.9933333333333334,0.99,EWC_Replay
366,0.9936507936507937,0.9804878048780488,EWC_Replay
366,0.9929203539823008,0.9957446808510639,EWC_Replay
366,0.9976744186046511,0.975609756097561,EWC_Replay
366,0.9794392523364486,0.9833333333333334,EWC_Replay
366,0.9964912280701753,0.9833333333333334,EWC_Replay
366,0.9891304347826086,1.0,EWC_Replay
366,0.9833333333333336,1.0,EWC_Replay
366,1.0,1.0,EWC_Replay
366,0.9805309734513272,0.9894736842105264,EWC_Replay
366,0.9823529411764707,0.9916666666666668,EWC_Replay
366,0.9814814814814815,1.0,EWC_Replay
366,0.9888888888888889,0.9800000000000001,EWC_Replay
366,0.9930232558139535,0.9958333333333332,EWC_Replay
366,0.9908045977011494,1.0,EWC_Replay
366,0.9700934579439252,1.0,EWC_Replay
366,0.9663551401869158,0.9958333333333332,EWC_Replay
366,0.9904761904761903,1.0,EWC_Replay
366,0.9866666666666666,1.0,EWC_Replay
366,0.9978021978021978,0.9756097560975612,EWC_Replay
366,0.9904761904761905,0.9833333333333334,EWC_Replay
366,0.9907407407407408,1.0,EWC_Replay
366,0.9908256880733946,1.0,EWC_Replay
366,0.9888888888888889,0.9875,EWC_Replay
699,0.9977777777777778,0.9658536585365856,EWC_Replay
699,0.9401869158878504,0.9916666666666666,EWC_Replay
699,0.9930434782608696,0.9789473684210528,EWC_Replay
699,0.980952380952381,0.99,EWC_Replay
699,0.9977777777777778,0.99,EWC_Replay
699,0.9880952380952381,0.9914893617021278,EWC_Replay
699,0.9911111111111112,1.0,EWC_Replay
699,0.9873015873015871,0.9609756097560977,EWC_Replay
699,0.9929203539823007,0.9957446808510639,EWC_Replay
699,0.9976744186046511,0.9756097560975612,EWC_Replay
699,0.9906542056074766,1.0,EWC_Replay
699,0.9964912280701755,0.9833333333333334,EWC_Replay
699,0.9891304347826086,0.9957446808510639,EWC_Replay
699,0.962962962962963,0.99,EWC_Replay
699,1.0,0.9957446808510639,EWC_Replay
699,0.9787610619469026,0.9789473684210528,EWC_Replay
699,0.9955882352941178,0.95,EWC_Replay
699,0.9888888888888889,0.975,EWC_Replay
699,0.9933333333333334,0.9800000000000001,EWC_Replay
699,0.9930232558139535,0.9916666666666666,EWC_Replay
699,0.9885057471264368,1.0,EWC_Replay
699,0.9121495327102804,0.9916666666666668,EWC_Replay
699,0.9738317757009346,0.9916666666666668,EWC_Replay
699,0.9904761904761905,1.0,EWC_Replay
699,0.9911111111111112,0.9400000000000001,EWC_Replay
699,1.0,0.9707317073170731,EWC_Replay
699,1.0,0.9875,EWC_Replay
699,0.9962962962962963,0.9957446808510639,EWC_Replay
699,0.9853211009174313,0.9583333333333334,EWC_Replay
699,0.9888888888888887,0.9833333333333332,EWC_Replay
135,0.9955555555555555,1.0,EWC_Replay
135,0.9831775700934579,1.0,EWC_Replay
135,0.9947826086956522,1.0,EWC_Replay
135,0.9904761904761905,1.0,EWC_Replay
135,0.9933333333333334,1.0,EWC_Replay
135,1.0,1.0,EWC_Replay
135,0.9955555555555555,1.0,EWC_Replay
135,0.9968253968253968,1.0,EWC_Replay
135,0.9787610619469026,1.0,EWC_Replay
135,0.9930232558139535,0.9951219512195122,EWC_Replay
135,0.9757009345794392,0.9833333333333334,EWC_Replay
135,0.9982456140350877,1.0,EWC_Replay
135,0.9913043478260869,1.0,EWC_Replay
135,0.9814814814814815,1.0,EWC_Replay
135,0.9974999999999999,1.0,EWC_Replay
135,0.9893805309734512,1.0,EWC_Replay
135,0.9882352941176471,1.0,EWC_Replay
135,0.9907407407407408,1.0,EWC_Replay
135,0.9933333333333334,1.0,EWC_Replay
135,0.9930232558139535,0.9916666666666666,EWC_Replay
135,0.993103448275862,1.0,EWC_Replay
135,0.9682242990654206,0.9833333333333334,EWC_Replay
135,0.9925233644859814,0.9958333333333332,EWC_Replay
135,0.9873015873015873,1.0,EWC_Replay
135,0.9933333333333334,1.0,EWC_Replay
135,0.9978021978021978,1.0,EWC_Replay
135,0.9936507936507937,0.9958333333333333,EWC_Replay
135,0.9907407407407408,1.0,EWC_Replay
135,0.9908256880733946,1.0,EWC_Replay
135,0.9933333333333334,0.9958333333333333,EWC_Replay
100,0.9955555555555555,1.0,Random
100,0.977570093457944,0.9958333333333333,Random
100,0.9965217391304348,1.0,Random
100,0.9904761904761905,1.0,Random
100,0.9888888888888889,1.0,Random
100,0.9904761904761905,1.0,Random
100,0.9911111111111112,1.0,Random
100,0.9936507936507937,1.0,Random
100,0.9964601769911503,0.9957446808510639,Random
100,0.9976744186046511,1.0,Random
100,0.983177570093458,0.9916666666666668,Random
100,0.9982456140350877,1.0,Random
100,0.9869565217391303,1.0,Random
100,0.9907407407407408,1.0,Random
100,1.0,1.0,Random
100,0.9893805309734512,0.9894736842105264,Random
100,0.9897058823529411,0.975,Random
100,0.9981481481481481,0.9916666666666668,Random
100,0.9955555555555555,0.99,Random
100,0.9860465116279069,0.9791666666666666,Random
100,0.9977011494252874,0.9957446808510639,Random
100,0.9794392523364486,1.0,Random
100,0.9813084112149533,1.0,Random
100,0.9904761904761905,1.0,Random
100,0.9933333333333334,1.0,Random
100,1.0,0.9951219512195122,Random
100,0.9904761904761905,0.9833333333333334,Random
100,0.9944444444444445,1.0,Random
100,0.998165137614679,1.0,Random
100,0.9955555555555555,0.9875,Random
191,0.9955555555555555,0.9902439024390244,Random
191,0.9738317757009346,1.0,Random
191,1.0,0.9789473684210528,Random
191,0.9880952380952381,1.0,Random
191,0.9911111111111112,1.0,Random
191,0.9952380952380953,1.0,Random
191,0.9844444444444445,0.9800000000000001,Random
191,0.9968253968253968,1.0,Random
191,0.9929203539823007,1.0,Random
191,1.0,0.9951219512195122,Random
191,0.988785046728972,0.9916666666666668,Random
191,0.9982456140350877,0.9916666666666668,Random
191,0.9913043478260869,1.0,Random
191,0.9777777777777779,1.0,Random
191,0.9949999999999999,1.0,Random
191,0.9876106194690266,0.9894736842105264,Random
191,0.9823529411764707,0.9833333333333332,Random
191,0.9777777777777779,0.9916666666666668,Random
191,0.9888888888888889,1.0,Random
191,0.9930232558139535,1.0,Random
191,0.9954022988505746,1.0,Random
191,0.97196261682243,1.0,Random
191,0.9794392523364486,0.9916666666666666,Random
191,0.9904761904761905,1.0,Random
191,0.9911111111111112,1.0,Random
191,0.9978021978021978,0.9902439024390244,Random
191,0.9777777777777776,0.9958333333333332,Random
191,0.9851851851851853,1.0,Random
191,0.9853211009174313,0.9916666666666668,Random
191,0.9955555555555555,0.9875,Random
366,0.9911111111111112,0.975609756097561,Random
366,0.9738317757009345,0.9875,Random
366,0.9947826086956522,0.9789473684210528,Random
366,0.9642857142857144,0.99,Random
366,0.9911111111111112,0.9800000000000001,Random
366,0.9952380952380953,0.9957446808510639,Random
366,0.9866666666666666,0.97,Random
366,0.9904761904761905,0.9902439024390244,Random
366,0.9858407079646018,1.0,Random
366,1.0,0.9951219512195122,Random
366,0.9813084112149533,1.0,Random
366,0.9947368421052631,0.9916666666666668,Random
366,0.9869565217391305,1.0,Random
366,0.9777777777777776,0.99,Random
366,1.0,1.0,Random
366,0.9787610619469026,0.9789473684210528,Random
366,0.9779411764705882,0.9833333333333334,Random
366,0.9796296296296296,1.0,Random
366,0.9911111111111112,1.0,Random
366,0.9930232558139535,0.9875,Random
366,0.9977011494252874,1.0,Random
366,0.9850467289719627,0.9916666666666668,Random
366,0.9700934579439252,0.9833333333333334,Random
366,0.9904761904761905,0.9914893617021278,Random
366,0.9911111111111112,0.9800000000000001,Random
366,0.9978021978021978,0.9902439024390244,Random
366,0.9936507936507937,0.9916666666666666,Random
366,0.9888888888888889,1.0,Random
366,0.9871559633027523,0.9750000000000002,Random
366,0.9888888888888889,0.9958333333333332,Random
699,0.9911111111111112,0.9658536585365853,Random
699,0.9663551401869158,0.9916666666666668,Random
699,0.9965217391304348,0.9894736842105264,Random
699,0.9785714285714286,1.0,Random
699,0.9888888888888887,1.0,Random
699,0.9952380952380953,0.9957446808510639,Random
699,0.9933333333333334,0.99,Random
699,0.9873015873015873,0.980487804878049,Random
699,0.9982300884955752,0.9914893617021278,Random
699,1.0,0.9609756097560975,Random
699,0.9869158878504674,0.9916666666666668,Random
699,0.9947368421052634,0.9916666666666668,Random
699,0.982608695652174,0.9914893617021278,Random
699,0.9722222222222223,0.99,Random
699,0.9949999999999999,0.9957446808510639,Random
699,0.9805309734513272,0.9684210526315791,Random
699,0.9794117647058824,1.0,Random
699,0.9833333333333334,0.9916666666666668,Random
699,0.9977777777777778,0.97,Random
699,0.9953488372093023,0.9958333333333332,Random
699,0.993103448275862,1.0,Random
699,0.9813084112149533,1.0,Random
699,0.9757009345794392,0.9916666666666666,Random
699,0.9936507936507937,0.9914893617021278,Random
699,0.9866666666666667,1.0,Random
699,0.9934065934065934,0.9609756097560977,Random
699,1.0,0.9875,Random
699,0.9925925925925926,1.0,Random
699,0.9853211009174313,0.9583333333333334,Random
699,0.9933333333333334,0.9916666666666666,Random
135,0.9955555555555555,0.9951219512195122,Random
135,0.9869158878504672,1.0,Random
135,0.9965217391304348,1.0,Random
135,0.9833333333333334,1.0,Random
135,0.9866666666666666,0.99,Random
135,0.9976190476190476,1.0,Random
135,0.9933333333333334,1.0,Random
135,0.9968253968253968,1.0,Random
135,0.9911504424778761,0.9957446808510639,Random
135,0.9976744186046511,1.0,Random
135,0.9813084112149534,1.0,Random
135,0.9964912280701755,0.9916666666666668,Random
135,0.9847826086956522,1.0,Random
135,0.9925925925925926,1.0,Random
135,1.0,1.0,Random
135,0.9876106194690266,0.9894736842105264,Random
135,0.9867647058823529,1.0,Random
135,0.9907407407407408,1.0,Random
135,0.9911111111111109,1.0,Random
135,1.0,1.0,Random
135,1.0,1.0,Random
135,0.9794392523364486,0.9916666666666668,Random
135,0.9757009345794392,1.0,Random
135,0.9936507936507937,1.0,Random
135,0.9888888888888889,0.99,Random
135,0.9978021978021978,1.0,Random
135,0.9936507936507937,0.9958333333333332,Random
135,0.9888888888888889,1.0,Random
135,0.9908256880733944,1.0,Random
135,0.9977777777777778,0.9916666666666666,Random
100,0.9466666666666667,0.9902439024390244,iCaRL
100,0.16822429906542058,0.975,iCaRL
100,0.6034782608695652,0.6105263157894737,iCaRL
100,0.45,1.0,iCaRL
100,0.7333333333333334,1.0,iCaRL
100,0.55,1.0,iCaRL
100,0.6533333333333333,1.0,iCaRL
100,0.2761904761904762,1.0,iCaRL
100,0.9486725663716813,1.0,iCaRL
100,0.6767441860465115,0.9804878048780488,iCaRL
100,0.04859813084112148,0.8416666666666668,iCaRL
100,0.4,0.7333333333333333,iCaRL
100,0.9130434782608695,0.9914893617021278,iCaRL
