Exemplar_Size,Task 2,Task 3,Task 4,Method
100,0.7777777777777779,0.3660377358490566,0.2285714285714285,EWC_Replay
100,0.36666666666666664,0.2782608695652174,0.2539682539682539,EWC_Replay
100,0.2636363636363636,0.29433962264150937,0.15211267605633802,EWC_Replay
100,0.33584905660377357,0.19354838709677416,0.19166666666666665,EWC_Replay
100,0.3509433962264151,0.21587301587301583,0.07777777777777771,EWC_Replay
100,0.7555555555555555,0.337037037037037,0.30625,EWC_Replay
100,0.8434782608695652,0.4317460317460317,0.07777777777777777,EWC_Replay
100,0.6488888888888888,0.21111111111111108,0.2857142857142857,EWC_Replay
100,0.572972972972973,0.46521739130434786,0.309375,EWC_Replay
100,0.8222222222222222,0.4603773584905661,0.3777777777777777,EWC_Replay
100,0.7891891891891893,0.40740740740740744,0.2694444444444445,EWC_Replay
100,0.6444444444444445,0.21612903225806446,0.20833333333333331,EWC_Replay
100,0.1405405405405405,0.30434782608695654,0.4375,EWC_Replay
100,0.5363636363636364,0.20322580645161287,0.11388888888888885,EWC_Replay
100,0.8666666666666668,0.4148148148148148,0.415625,EWC_Replay
100,0.6409090909090909,0.27547169811320754,0.1436619718309859,EWC_Replay
100,0.5722222222222222,0.29259259259259257,0.20277777777777772,EWC_Replay
100,0.24090909090909088,0.2,0.1611111111111111,EWC_Replay
100,0.45777777777777784,0.3090909090909091,0.18611111111111112,EWC_Replay
100,0.3409090909090909,0.13703703703703699,0.27301587301587305,EWC_Replay
100,0.4972972972972974,0.2727272727272727,0.365625,EWC_Replay
100,0.4954545454545455,0.26129032258064516,0.15555555555555553,EWC_Replay
100,0.41714285714285715,0.43999999999999995,0.3492063492063492,EWC_Replay
100,0.448888888888889,0.09259259259259259,0.253125,EWC_Replay
100,0.52,0.26909090909090905,0.30277777777777776,EWC_Replay
100,0.7675675675675675,0.437037037037037,0.326984126984127,EWC_Replay
100,0.37727272727272726,0.20377358490566042,0.19365079365079357,EWC_Replay
100,0.6277777777777778,0.4481481481481481,0.371875,EWC_Replay
100,0.638888888888889,0.3962962962962963,0.3277777777777778,EWC_Replay
100,0.3277777777777778,0.2782608695652174,0.2507936507936507,EWC_Replay
142,0.7666666666666667,0.5245283018867924,0.35238095238095235,EWC_Replay
142,0.36111111111111116,0.29565217391304344,0.2285714285714285,EWC_Replay
142,0.4045454545454545,0.29056603773584905,0.2507042253521127,EWC_Replay
142,0.3924528301886792,0.2451612903225806,0.21111111111111108,EWC_Replay
142,0.4981132075471698,0.2507936507936507,0.13333333333333333,EWC_Replay
142,0.5955555555555556,0.21111111111111108,0.190625,EWC_Replay
142,0.8782608695652174,0.365079365079365,0.1611111111111111,EWC_Replay
142,0.6666666666666667,0.33333333333333337,0.30158730158730157,EWC_Replay
142,0.6216216216216217,0.4347826086956522,0.41875,EWC_Replay
142,0.7277777777777779,0.41132075471698115,0.28888888888888886,EWC_Replay
142,0.6756756756756757,0.3333333333333333,0.25,EWC_Replay
142,0.7377777777777778,0.24838709677419352,0.16111111111111107,EWC_Replay
142,0.16216216216216212,0.33043478260869563,0.403125,EWC_Replay
142,0.2863636363636363,0.35806451612903223,0.18611111111111106,EWC_Replay
142,0.6944444444444444,0.36296296296296293,0.2625,EWC_Replay
142,0.7227272727272729,0.21886792452830184,0.2788732394366197,EWC_Replay
142,0.6,0.39629629629629626,0.27222222222222225,EWC_Replay
142,0.34090909090909094,0.18518518518518517,0.22222222222222224,EWC_Replay
142,0.5999999999999999,0.35999999999999993,0.23888888888888887,EWC_Replay
142,0.39090909090909093,0.17407407407407405,0.2857142857142857,EWC_Replay
142,0.454054054054054,0.23272727272727273,0.415625,EWC_Replay
142,0.5818181818181818,0.3064516129032258,0.17222222222222222,EWC_Replay
142,0.3885714285714285,0.3555555555555555,0.20317460317460317,EWC_Replay
142,0.6133333333333333,0.2148148148148148,0.240625,EWC_Replay
142,0.6133333333333335,0.29454545454545455,0.2833333333333333,EWC_Replay
142,0.8432432432432433,0.562962962962963,0.3142857142857142,EWC_Replay
142,0.35909090909090907,0.19622641509433958,0.28888888888888886,EWC_Replay
142,0.8055555555555556,0.4814814814814815,0.253125,EWC_Replay
142,0.5000000000000001,0.3037037037037037,0.1222222222222222,EWC_Replay
142,0.40555555555555556,0.28695652173913044,0.19365079365079357,EWC_Replay
201,0.85,0.5773584905660378,0.4031746031746032,EWC_Replay
201,0.45,0.31304347826086953,0.1968253968253968,EWC_Replay
201,0.2863636363636364,0.30566037735849055,0.19718309859154926,EWC_Replay
201,0.4377358490566038,0.18387096774193545,0.2361111111111111,EWC_Replay
201,0.47547169811320755,0.2952380952380952,0.11388888888888886,EWC_Replay
201,0.6222222222222222,0.25555555555555554,0.259375,EWC_Replay
201,0.7826086956521741,0.3587301587301587,0.13333333333333336,EWC_Replay
201,0.8799999999999999,0.40740740740740744,0.38730158730158726,EWC_Replay
201,0.5891891891891892,0.3521739130434782,0.43125,EWC_Replay
201,0.7333333333333332,0.4830188679245283,0.3238095238095238,EWC_Replay
201,0.908108108108108,0.40740740740740733,0.19999999999999998,EWC_Replay
201,0.8533333333333333,0.25161290322580643,0.17777777777777776,EWC_Replay
201,0.27567567567567564,0.34782608695652173,0.521875,EWC_Replay
201,0.5681818181818182,0.2645161290322581,0.1472222222222222,EWC_Replay
201,0.8166666666666667,0.4814814814814815,0.3,EWC_Replay
201,0.790909090909091,0.350943396226415,0.3408450704225352,EWC_Replay
201,0.5722222222222222,0.3296296296296296,0.28611111111111115,EWC_Replay
201,0.42272727272727273,0.3111111111111111,0.3027777777777778,EWC_Replay
201,0.40444444444444444,0.2545454545454545,0.2694444444444445,EWC_Replay
201,0.34545454545454535,0.19629629629629627,0.29841269841269835,EWC_Replay
201,0.5351351351351351,0.28727272727272724,0.34375,EWC_Replay
201,0.6863636363636363,0.3580645161290323,0.1861111111111111,EWC_Replay
201,0.5657142857142856,0.4488888888888889,0.26984126984126977,EWC_Replay
201,0.7555555555555555,0.2481481481481481,0.2625,EWC_Replay
201,0.6577777777777778,0.30545454545454537,0.24722222222222223,EWC_Replay
201,0.8972972972972973,0.47037037037037044,0.26349206349206344,EWC_Replay
201,0.3454545454545454,0.2075471698113207,0.20634920634920634,EWC_Replay
201,0.7666666666666666,0.4962962962962963,0.284375,EWC_Replay
201,0.5611111111111111,0.31851851851851853,0.2638888888888889,EWC_Replay
201,0.37222222222222223,0.2956521739130435,0.273015873015873,EWC_Replay
285,0.9277777777777778,0.5358490566037736,0.40634920634920635,EWC_Replay
285,0.3611111111111111,0.31304347826086953,0.23174603174603167,EWC_Replay
285,0.4318181818181818,0.31320754716981136,0.4253521126760563,EWC_Replay
285,0.47547169811320755,0.27096774193548384,0.2444444444444444,EWC_Replay
285,0.30566037735849055,0.19047619047619044,0.21388888888888888,EWC_Replay
285,0.6755555555555556,0.21851851851851847,0.2875,EWC_Replay
285,0.8565217391304347,0.30793650793650784,0.11944444444444442,EWC_Replay
285,0.8844444444444445,0.2407407407407407,0.3269841269841269,EWC_Replay
285,0.6810810810810811,0.3999999999999999,0.403125,EWC_Replay
285,0.7777777777777778,0.5962264150943397,0.3079365079365079,EWC_Replay
285,0.6972972972972973,0.4148148148148148,0.25,EWC_Replay
285,0.8933333333333333,0.2870967741935484,0.19166666666666665,EWC_Replay
285,0.32972972972972975,0.3434782608695651,0.4125,EWC_Replay
285,0.5681818181818181,0.4483870967741936,0.25555555555555554,EWC_Replay
285,0.6,0.45925925925925926,0.35,EWC_Replay
285,0.8727272727272728,0.3132075471698113,0.3070422535211268,EWC_Replay
285,0.6666666666666667,0.4037037037037036,0.31666666666666665,EWC_Replay
285,0.2727272727272727,0.22592592592592586,0.27222222222222225,EWC_Replay
285,0.6666666666666666,0.39272727272727265,0.29166666666666663,EWC_Replay
285,0.4409090909090908,0.22962962962962957,0.25714285714285706,EWC_Replay
285,0.6432432432432432,0.3236363636363636,0.33125,EWC_Replay
285,0.6681818181818182,0.367741935483871,0.25,EWC_Replay
285,0.5200000000000001,0.4666666666666667,0.2761904761904761,EWC_Replay
285,0.6311111111111112,0.2703703703703703,0.30625,EWC_Replay
285,0.8222222222222222,0.38181818181818183,0.3138888888888889,EWC_Replay
285,0.7729729729729731,0.5037037037037038,0.27936507936507926,EWC_Replay
285,0.41818181818181815,0.2490566037735849,0.21587301587301583,EWC_Replay
285,0.8388888888888889,0.5185185185185184,0.315625,EWC_Replay
285,0.6277777777777778,0.44074074074074077,0.33055555555555555,EWC_Replay
285,0.41666666666666663,0.31739130434782603,0.2444444444444444,EWC_Replay
175,0.95,0.5433962264150944,0.37142857142857144,EWC_Replay
175,0.2777777777777778,0.25217391304347825,0.219047619047619,EWC_Replay
175,0.4590909090909091,0.2528301886792453,0.3408450704225352,EWC_Replay
175,0.40377358490566034,0.2419354838709677,0.14166666666666664,EWC_Replay
175,0.46037735849056605,0.18095238095238092,0.14444444444444443,EWC_Replay
175,0.8622222222222222,0.2074074074074074,0.2625,EWC_Replay
175,0.782608695652174,0.30793650793650784,0.1583333333333333,EWC_Replay
175,0.6355555555555557,0.24444444444444438,0.2761904761904762,EWC_Replay
175,0.6540540540540541,0.4,0.36875,EWC_Replay
175,0.9666666666666668,0.5849056603773585,0.346031746031746,EWC_Replay
175,0.7837837837837839,0.31851851851851853,0.2444444444444444,EWC_Replay
175,0.7866666666666667,0.15806451612903222,0.14722222222222223,EWC_Replay
175,0.11351351351351349,0.24782608695652172,0.328125,EWC_Replay
175,0.5636363636363637,0.2806451612903226,0.12222222222222219,EWC_Replay
175,0.8277777777777778,0.44074074074074077,0.321875,EWC_Replay
175,0.6318181818181817,0.3433962264150943,0.17183098591549295,EWC_Replay
175,0.6777777777777777,0.4666666666666667,0.36944444444444446,EWC_Replay
175,0.48636363636363633,0.274074074074074,0.25833333333333336,EWC_Replay
175,0.7822222222222223,0.3927272727272727,0.2944444444444444,EWC_Replay
175,0.39090909090909093,0.174074074074074,0.27301587301587293,EWC_Replay
175,0.427027027027027,0.26909090909090905,0.309375,EWC_Replay
175,0.6863636363636363,0.3967741935483871,0.16111111111111112,EWC_Replay
175,0.5828571428571429,0.4222222222222222,0.346031746031746,EWC_Replay
175,0.6844444444444444,0.2074074074074074,0.290625,EWC_Replay
175,0.5466666666666666,0.3018181818181819,0.20555555555555555,EWC_Replay
175,0.9189189189189191,0.5296296296296296,0.24761904761904754,EWC_Replay
175,0.48636363636363633,0.24528301886792447,0.2888888888888888,EWC_Replay
175,0.7666666666666667,0.5296296296296296,0.36875,EWC_Replay
175,0.6,0.237037037037037,0.175,EWC_Replay
175,0.4888888888888888,0.36086956521739133,0.346031746031746,EWC_Replay
100,0.7833333333333334,0.3999999999999999,0.31111111111111106,Random
100,0.4166666666666667,0.37391304347826093,0.2349206349206349,Random
